user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
CCGPMC025c_JNA_AS_CCGP24_S230_L002_R.bin.12	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP24_S230_L002_R.bin.2	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP24_S230_L002_R.bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	N/A	N/A	N/A	N/A	N/A	GCF_003858395.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__EB88 sp003858395	77.45	0.34	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	19.16	11	0.9486089868186954	N/A
CCGPMC025c_JNA_AS_CCGP24_S230_L002_R.bin.4	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	78.09	0.56	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	72.0	11	0.8767839642635155	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP24_S230_L002_R.bin.5	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP24_S230_L002_R.bin.6	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP24_S230_L002_R.bin.7	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.5%)
CCGPMC025c_JNA_AS_CCGP24_S230_L002_R.bin.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	87.84	0.59	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	86.58	11	0.9740589295272682	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP24_S230_L002_R.bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	81.86	0.53	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	77.98	11	0.9405641824073756	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP25_S229_L002_R.bin.1	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP25_S229_L002_R.bin.2	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP25_S229_L002_R.bin.3	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.3%)
CCGPMC025c_JNA_AS_CCGP25_S229_L002_R.bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	86.29	0.56	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	54.09	11	0.9755283164459074	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 22.5% of markers with multiple hits
CCGPMC025c_JNA_AS_CCGP25_S229_L002_R.bin.5	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.5%)
CCGPMC025c_JNA_AS_CCGP26_S228_L002_R.bin.1	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.7%)
CCGPMC025c_JNA_AS_CCGP26_S228_L002_R.bin.10	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP26_S228_L002_R.bin.11	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	77.9	0.56	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	38.66	11	0.876442221198006	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP26_S228_L002_R.bin.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_016862275.1, s__Actinoplanes nipponensis, 95.0, 82.18, 0.58; GCF_018332655.1, s__Actinoplanes auranticolor, 95.0, 81.87, 0.58; GCF_016464385.1, s__Actinoplanes sp016464385, 95.0, 81.61, 0.55; GCF_014205335.1, s__Actinoplanes digitatis, 95.0, 81.61, 0.54; GCF_003002065.1, s__Actinoplanes ferrugineus_A, 95.0, 81.57, 0.52; GCF_000494755.1, s__Actinoplanes friuliensis, 95.0, 81.44, 0.55; GCF_014648355.1, s__Actinoplanes azureus, 95.0, 81.27, 0.47; GCF_004217545.1, s__Actinoplanes cinnamomeus, 95.0, 81.18, 0.45; GCF_000389965.1, s__Actinoplanes sp000389965, 95.0, 81.18, 0.52; GCF_016862175.1, s__Actinoplanes durhamensis, 95.0, 81.13, 0.54; GCF_016862435.1, s__Actinoplanes tereljensis, 95.0, 80.99, 0.55; GCF_018829635.1, s__Actinoplanes bogorensis, 95.0, 80.98, 0.54; GCF_000379645.1, s__Actinoplanes globisporus, 95.0, 80.97, 0.54; GCF_000721705.1, s__Actinoplanes subtropicus, 95.0, 80.97, 0.55; GCF_003711105.1, s__Actinoplanes teichomyceticus, 95.0, 80.94, 0.5; GCF_018332695.1, s__Actinoplanes toevensis, 95.0, 80.92, 0.56; GCF_016862195.1, s__Actinoplanes ferrugineus, 95.0, 80.89, 0.53; GCF_016862375.1, s__Actinoplanes rishiriensis, 95.0, 80.88, 0.53; GCF_016862395.1, s__Actinoplanes siamensis, 95.0, 80.84, 0.48; GCF_001553785.1, s__Actinoplanes sp001553785, 95.0, 80.83, 0.46; GCF_003751945.1, s__Actinoplanes caeruleus, 95.0, 80.79, 0.48; GCF_014205225.1, s__Actinoplanes octamycinicus, 95.0, 80.77, 0.56; GCF_014204895.1, s__Actinoplanes abujensis, 95.0, 80.76, 0.52; GCF_016862115.1, s__Actinoplanes deccanensis, 95.0, 80.76, 0.54; GCF_900119315.1, s__Actinoplanes sp900119315, 95.0, 80.7, 0.49; GCF_018324205.1, s__Actinoplanes ianthinogenes, 95.0, 80.69, 0.53; GCF_015704865.1, s__Actinoplanes sp015704865, 95.0, 80.67, 0.51; GCF_900215205.1, s__Actinoplanes atraurantiacus, 95.0, 80.65, 0.54; GCF_016785085.1, s__Actinoplanes sp016785085, 95.0, 80.63, 0.54; GCF_016862315.1, s__Actinoplanes palleronii, 95.0, 80.62, 0.55; GCF_012933445.1, s__Actinoplanes sp012933445, 95.0, 80.6, 0.49; GCF_000284295.1, s__Actinoplanes missouriensis, 95.0, 80.56, 0.48; GCF_004362215.1, s__Actinoplanes brasiliensis, 95.0, 80.5, 0.5; GCF_016834655.1, s__Actinoplanes sp016834655, 95.0, 80.47, 0.54; GCF_900188005.1, s__Actinoplanes regularis, 95.0, 80.42, 0.5; GCF_016862215.1, s__Actinoplanes humidus, 95.0, 80.42, 0.51; GCF_003999975.1, s__Actinoplanes sp003999975, 95.0, 80.36, 0.5; GCF_014646155.1, s__Actinoplanes endophyticus, 95.0, 80.34, 0.46; GCF_004001265.1, s__Actinoplanes sp004001265, 95.0, 80.31, 0.48; GCA_000715855.1, s__Actinoplanes liguriensis, 95.0, 80.3, 0.52; GCF_018332715.1, s__Actinoplanes consettensis, 95.0, 80.28, 0.51; GCF_014205215.1, s__Actinoplanes lobatus, 95.0428, 80.28, 0.5; GCF_016862095.1, s__Actinoplanes cyaneus, 95.0, 80.27, 0.52; GCF_017592555.1, s__Actinoplanes sp017592555, 95.0, 80.27, 0.49; GCF_014647795.1, s__Actinoplanes campanulatus, 95.0428, 80.23, 0.49; GCF_016862455.1, s__Actinoplanes utahensis, 95.0, 80.22, 0.47; GCF_000962825.1, s__Actinoplanes rectilineatus, 95.0, 80.21, 0.49; GCF_003259845.1, s__Actinoplanes lutulentus, 95.0, 80.21, 0.47; GCF_900113015.1, s__Actinoplanes philippinensis, 95.0, 80.05, 0.51; GCF_003148685.1, s__Actinoplanes xinjiangensis, 95.0, 80.0, 0.49; GCF_003001815.1, s__Actinoplanes italicus, 95.0, 79.99, 0.5; GCF_016862075.1, s__Actinoplanes couchii, 95.0, 79.91, 0.49; GCF_900104725.1, s__Actinoplanes derwentensis, 95.0, 79.75, 0.45	78.32	11	0.9464673361742497	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP26_S228_L002_R.bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	84.78	0.35	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	19.92	11	0.9760483482037279	N/A
CCGPMC025c_JNA_AS_CCGP26_S228_L002_R.bin.6	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP26_S228_L002_R.bin.8	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP26_S228_L002_R.bin.9	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.5%)
CCGPMC025c_JNA_AS_CCGP27_S227_L002_R.bin.1	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP27_S227_L002_R.bin.2	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.9%)
CCGPMC025c_JNA_AS_CCGP27_S227_L002_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP28_S226_L002_R.bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	87.34	0.72	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.28	11	0.9789868461207378	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP28_S226_L002_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP28_S226_L002_R.bin.5	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP28_S226_L002_R.bin.7	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	78.25	0.58	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	89.32	11	0.8785605269967998	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP28_S226_L002_R.bin.8	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP28_S226_L002_R.bin.9	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	79.19	0.59	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	20.65	11	0.8634811481514317	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.11	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.12	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.9	11	0.8773837503081203	N/A
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.13	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.7%)
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.14	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.1%)
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.15	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.16	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902806085.1, s__SCSIO-52909 sp902806085, 95.0, 86.86, 0.69; GCA_013815575.1, s__SCSIO-52909 sp013815575, 95.0, 86.35, 0.8; GCF_011492945.1, s__SCSIO-52909 sp011492945, 95.0, 84.59, 0.62; GCA_902806015.1, s__SCSIO-52909 sp902806015, 95.0, 84.44, 0.75; GCA_902805985.1, s__SCSIO-52909 sp902805985, 95.0, 84.13, 0.64; GCA_902805975.1, s__SCSIO-52909 sp902805975, 95.0, 84.02, 0.69; GCA_016781725.1, s__SCSIO-52909 sp016781725, 95.0, 80.45, 0.65; GCA_902812425.1, s__SCSIO-52909 sp902812425, 95.0, 79.25, 0.41; GCA_902806095.1, s__SCSIO-52909 sp902806095, 95.0, 78.89, 0.39; GCA_013698525.1, s__SCSIO-52909 sp013698525, 95.0, 78.8, 0.43	90.61	11	0.9714173571161049	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.17	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	N/A	N/A	N/A	N/A	N/A	GCF_018332655.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes auranticolor	87.51	0.69	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_016862275.1, s__Actinoplanes nipponensis, 95.0, 87.38, 0.66; GCF_000494755.1, s__Actinoplanes friuliensis, 95.0, 84.55, 0.67; GCF_014205335.1, s__Actinoplanes digitatis, 95.0, 84.22, 0.6; GCF_003002065.1, s__Actinoplanes ferrugineus_A, 95.0, 83.11, 0.56; GCF_016464385.1, s__Actinoplanes sp016464385, 95.0, 82.98, 0.57; GCF_014648355.1, s__Actinoplanes azureus, 95.0, 82.56, 0.55; GCF_003751945.1, s__Actinoplanes caeruleus, 95.0, 82.39, 0.49; GCF_000389965.1, s__Actinoplanes sp000389965, 95.0, 82.14, 0.55; GCF_001553785.1, s__Actinoplanes sp001553785, 95.0, 82.05, 0.53; GCF_018332715.1, s__Actinoplanes consettensis, 95.0, 81.57, 0.55; GCF_016862215.1, s__Actinoplanes humidus, 95.0, 81.53, 0.54; GCF_004217545.1, s__Actinoplanes cinnamomeus, 95.0, 81.18, 0.5; GCF_014204895.1, s__Actinoplanes abujensis, 95.0, 80.97, 0.53; GCF_016862175.1, s__Actinoplanes durhamensis, 95.0, 80.95, 0.54; GCF_016862435.1, s__Actinoplanes tereljensis, 95.0, 80.92, 0.55; GCF_900215205.1, s__Actinoplanes atraurantiacus, 95.0, 80.91, 0.55; GCF_018829635.1, s__Actinoplanes bogorensis, 95.0, 80.88, 0.54; GCF_016785085.1, s__Actinoplanes sp016785085, 95.0, 80.88, 0.55; GCF_003711105.1, s__Actinoplanes teichomyceticus, 95.0, 80.87, 0.51; GCF_018332695.1, s__Actinoplanes toevensis, 95.0, 80.86, 0.54; GCF_016862115.1, s__Actinoplanes deccanensis, 95.0, 80.77, 0.54; GCF_016862375.1, s__Actinoplanes rishiriensis, 95.0, 80.77, 0.53; GCF_016862395.1, s__Actinoplanes siamensis, 95.0, 80.72, 0.49; GCF_004362215.1, s__Actinoplanes brasiliensis, 95.0, 80.71, 0.51; GCF_003999975.1, s__Actinoplanes sp003999975, 95.0, 80.67, 0.51; GCF_016834655.1, s__Actinoplanes sp016834655, 95.0, 80.64, 0.55; GCF_016862195.1, s__Actinoplanes ferrugineus, 95.0, 80.61, 0.49; GCF_000721705.1, s__Actinoplanes subtropicus, 95.0, 80.56, 0.52; GCF_014205225.1, s__Actinoplanes octamycinicus, 95.0, 80.54, 0.55; GCF_015704865.1, s__Actinoplanes sp015704865, 95.0, 80.54, 0.51; GCF_000379645.1, s__Actinoplanes globisporus, 95.0, 80.53, 0.52; GCF_016862315.1, s__Actinoplanes palleronii, 95.0, 80.51, 0.53; GCF_018324205.1, s__Actinoplanes ianthinogenes, 95.0, 80.5, 0.52; GCF_000284295.1, s__Actinoplanes missouriensis, 95.0, 80.43, 0.47; GCF_014647795.1, s__Actinoplanes campanulatus, 95.0428, 80.41, 0.49; GCF_017592555.1, s__Actinoplanes sp017592555, 95.0, 80.41, 0.49; GCF_900188005.1, s__Actinoplanes regularis, 95.0, 80.4, 0.48; GCF_004001265.1, s__Actinoplanes sp004001265, 95.0, 80.34, 0.49; GCF_900119315.1, s__Actinoplanes sp900119315, 95.0, 80.32, 0.48; GCF_016862455.1, s__Actinoplanes utahensis, 95.0, 80.3, 0.48; GCF_014205215.1, s__Actinoplanes lobatus, 95.0428, 80.29, 0.49; GCF_014646155.1, s__Actinoplanes endophyticus, 95.0, 80.22, 0.49; GCF_012933445.1, s__Actinoplanes sp012933445, 95.0, 80.21, 0.45; GCF_016862095.1, s__Actinoplanes cyaneus, 95.0, 80.13, 0.51; GCF_003259845.1, s__Actinoplanes lutulentus, 95.0, 80.08, 0.47; GCF_000962825.1, s__Actinoplanes rectilineatus, 95.0, 80.08, 0.48; GCF_003148685.1, s__Actinoplanes xinjiangensis, 95.0, 80.03, 0.51; GCF_900113015.1, s__Actinoplanes philippinensis, 95.0, 80.01, 0.52; GCA_000715855.1, s__Actinoplanes liguriensis, 95.0, 80.0, 0.51; GCF_003001815.1, s__Actinoplanes italicus, 95.0, 79.93, 0.51; GCF_016862075.1, s__Actinoplanes couchii, 95.0, 79.89, 0.5; GCF_900104725.1, s__Actinoplanes derwentensis, 95.0, 79.78, 0.46	75.62	11	0.9934222939357099	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 18.3% of markers with multiple hits
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.18	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__	N/A	N/A	N/A	N/A	N/A	GCA_902806065.1	95.0	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806065	81.73	0.7	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 80.03, 0.41; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 79.61, 0.36; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 78.84, 0.42; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 78.75, 0.33; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.5, 0.46; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 78.12, 0.36; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 78.08, 0.39; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.67, 0.27; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 76.78, 0.15	44.72	11	0.951773696	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
