user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
CCGPMC025c_JNA_AS_CCGP08_S246_L002_R.bin.7	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.3%)
CCGPMC025c_JNA_AS_CCGP08_S246_L002_R.bin.8	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.5	0.02	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	23.97	4	0.4321907501531068	N/A
CCGPMC025c_JNA_AS_CCGP08_S246_L002_R.bin.9	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.9%)
CCGPMC025c_JNA_AS_CCGP09_S245_L002_R.bin.10	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.7%)
CCGPMC025c_JNA_AS_CCGP09_S245_L002_R.bin.11	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.4%)
CCGPMC025c_JNA_AS_CCGP09_S245_L002_R.bin.7	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.58	0.01	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	20.15	4	0.4286038961161846	Genome domain questionable ( 20.0% Bacterial, 28.3% Archaeal)
CCGPMC025c_JNA_AS_CCGP10_S244_L002_R.bin.13	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	15.17	4	0.3670584013147334	Genome domain questionable ( 11.7% Bacterial, 18.9% Archaeal)
CCGPMC025c_JNA_AS_CCGP10_S244_L002_R.bin.3	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.0%)
CCGPMC025c_JNA_AS_CCGP10_S244_L002_R.bin.5	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.9%)
CCGPMC025c_JNA_AS_CCGP10_S244_L002_R.bin.8	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.6%)
CCGPMC025c_JNA_AS_CCGP11_S243_L002_R.bin.3	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.5%)
CCGPMC025c_JNA_AS_CCGP11_S243_L002_R.bin.4	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.3%)
CCGPMC025c_JNA_AS_CCGP11_S243_L002_R.bin.5	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (10.0%)
CCGPMC025c_JNA_AS_CCGP11_S243_L002_R.bin.8	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.55	0.01	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	12.91	4	0.4674690168056854	Genome domain questionable ( 10.8% Bacterial, 20.8% Archaeal)
CCGPMC025c_JNA_AS_CCGP12_S242_L002_R.bin.10	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.9%)
CCGPMC025c_JNA_AS_CCGP12_S242_L002_R.bin.8	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.79	0.0	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	12.01	4	0.42214012085441543	N/A
CCGPMC025c_JNA_AS_CCGP12_S242_L002_R.bin.9	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	14.56	4	0.3236618167774672	N/A
CCGPMC025c_JNA_AS_CCGP13_S241_L002_R.bin.3	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.4%)
CCGPMC025c_JNA_AS_CCGP13_S241_L002_R.bin.5	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.4%)
CCGPMC025c_JNA_AS_CCGP13_S241_L002_R.bin.6	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	24.94	4	0.33299330520862985	N/A
CCGPMC025c_JNA_AS_CCGP14_S240_L002_R.bin.1	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.59	0.01	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	25.65	4	0.43245372121162473	N/A
CCGPMC025c_JNA_AS_CCGP14_S240_L002_R.bin.2	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.9%)
CCGPMC025c_JNA_AS_CCGP15_S239_L002_R.bin.11	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
CCGPMC025c_JNA_AS_CCGP15_S239_L002_R.bin.13	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.57	0.0	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	16.46	4	0.4386828636590475	Genome domain questionable ( 15.0% Bacterial, 24.5% Archaeal)
CCGPMC025c_JNA_AS_CCGP15_S239_L002_R.bin.14	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.3%)
CCGPMC025c_JNA_AS_CCGP16_S238_L002_R.bin.1	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.1%)
CCGPMC025c_JNA_AS_CCGP16_S238_L002_R.bin.10	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.53	0.01	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	24.65	4	0.4285124369067175	N/A
CCGPMC025c_JNA_AS_CCGP16_S238_L002_R.bin.5	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.4%)
CCGPMC025c_JNA_AS_CCGP16_S238_L002_R.bin.9	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
CCGPMC025c_JNA_AS_CCGP17_S237_L002_R.bin.2	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.57	0.01	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	15.66	4	0.443682917292654	Genome domain questionable ( 11.7% Bacterial, 20.8% Archaeal)
CCGPMC025c_JNA_AS_CCGP17_S237_L002_R.bin.5	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.6%)
CCGPMC025c_JNA_AS_CCGP17_S237_L002_R.bin.9	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.0%)
CCGPMC025c_JNA_AS_CCGP18_S236_L002_R.bin.4	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.69	0.02	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	23.13	4	0.4245580298580114	N/A
CCGPMC025c_JNA_AS_CCGP18_S236_L002_R.bin.6	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.3%)
CCGPMC025c_JNA_AS_CCGP18_S236_L002_R.bin.7	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.3%)
CCGPMC025c_JNA_AS_CCGP19_S235_L002_R.bin.1	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.7%)
CCGPMC025c_JNA_AS_CCGP19_S235_L002_R.bin.4	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	17.99	4	0.33061030461214896	N/A
CCGPMC025c_JNA_AS_CCGP20_S234_L002_R.bin.11	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.9%)
CCGPMC025c_JNA_AS_CCGP20_S234_L002_R.bin.3	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840025.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__YT1-039;g__YT1-039;s__YT1-039 sp016840025	74.57	0.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	10.18	4	0.600004797858579	Genome domain questionable ( 14.2% Bacterial, 18.9% Archaeal)
CCGPMC025c_JNA_AS_CCGP20_S234_L002_R.bin.6	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.4%)
CCGPMC025c_JNA_AS_CCGP21_S232_L002_R.bin.11	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.3%)
CCGPMC025c_JNA_AS_CCGP21_S232_L002_R.bin.12	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	16.49	4	0.41734873031743097	Genome domain questionable ( 19.2% Bacterial, 24.5% Archaeal)
CCGPMC025c_JNA_AS_CCGP21_S232_L002_R.bin.9	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
CCGPMC025c_JNA_AS_CCGP22_S233_L002_R.bin.3	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.57	0.02	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	20.8	4	0.4130034763820337	N/A
CCGPMC025c_JNA_AS_CCGP23_S231_L002_R.bin.1	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	14.6	4	0.3354047185323427	Genome domain questionable ( 10.0% Bacterial, 18.9% Archaeal)
CCGPMC025c_JNA_AS_CCGP23_S231_L002_R.bin.13	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.6%)
CCGPMC025c_JNA_AS_CCGP23_S231_L002_R.bin.9	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.8%)
CCGPMC025c_JNA_AS_CCGP24_S230_L002_R.bin.10	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.38	0.01	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	16.9	4	0.39058416804103013	Genome domain questionable ( 17.5% Bacterial, 24.5% Archaeal)
CCGPMC025c_JNA_AS_CCGP24_S230_L002_R.bin.11	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
CCGPMC025c_JNA_AS_CCGP25_S229_L002_R.bin.6	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	10.95	4	0.4226714350342955	Genome domain questionable ( 10.8% Bacterial, 18.9% Archaeal)
CCGPMC025c_JNA_AS_CCGP26_S228_L002_R.bin.3	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.8%)
CCGPMC025c_JNA_AS_CCGP26_S228_L002_R.bin.5	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	11.68	4	0.3278844099879784	N/A
CCGPMC025c_JNA_AS_CCGP26_S228_L002_R.bin.7	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.56	0.0	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	12.91	4	0.4034302236958543	Genome domain questionable ( 17.5% Bacterial, 22.6% Archaeal)
CCGPMC025c_JNA_AS_CCGP27_S227_L002_R.bin.4	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.0%)
CCGPMC025c_JNA_AS_CCGP27_S227_L002_R.bin.5	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	19.94	4	0.4192872417924139	N/A
CCGPMC025c_JNA_AS_CCGP27_S227_L002_R.bin.6	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.6%)
CCGPMC025c_JNA_AS_CCGP28_S226_L002_R.bin.1	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.5	0.01	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	24.5	4	0.4311352694925616	N/A
CCGPMC025c_JNA_AS_CCGP28_S226_L002_R.bin.4	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.5%)
CCGPMC025c_JNA_AS_CCGP28_S226_L002_R.bin.6	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.6%)
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.10	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.56	0.01	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	16.71	4	0.3986182228123426	N/A
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.2	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.1%)
CCGPMC025c_JNA_AS_CCGP29_S225_L002_R.bin.9	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.0%)
CCGPMC025c_JNA_AS_CCGP30_S224_L002_R.bin.4	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.3%)
CCGPMC025c_JNA_AS_CCGP30_S224_L002_R.bin.6	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.54	0.01	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	22.34	4	0.4263857648338257	N/A
CCGPMC025c_JNA_AS_CCGP30_S224_L002_R.bin.8	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.9%)
CCGPMC025c_JNA_AS_CCGP31_S223_L002_R.bin.3	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.8%)
CCGPMC025c_JNA_AS_CCGP31_S223_L002_R.bin.4	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.7%)
CCGPMC025c_JNA_AS_CCGP31_S223_L002_R.bin.5	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.62	0.0	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	17.27	4	0.4217458203630774	N/A
CCGPMC025c_JNA_AS_CCGP31_S223_L002_R.bin.7	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.4%)
CCGPMC025c_JNA_AS_CCGP32_S222_L002_R.bin.1	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.52	0.01	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	21.83	4	0.38043662339073103	N/A
CCGPMC025c_JNA_AS_CCGP33_S221_L002_R.bin.1	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.1%)
CCGPMC025c_JNA_AS_CCGP33_S221_L002_R.bin.2	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.0%)
CCGPMC025c_JNA_AS_CCGP33_S221_L002_R.bin.6	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	19.21	4	0.4251858666311741	N/A
CCGPMC025c_JNA_AS_CCGP34_S220_L002_R.bin.5	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.0%)
CCGPMC025c_JNA_AS_CCGP34_S220_L002_R.bin.6	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	19.65	4	0.4263502127881506	N/A
